system:index,Meann
A20001129_2100,"{temperature=-1.0534229781594067, total_precipitation=3.564955683794904E-4, pressure=74097.43874396001, wind_u=0.5114200513570977, wind_v=5.28546400861474, longwave_radiation=270.8277049451914, convective_fraction=0.0, potential_energy=0.2979754259049619, potential_evaporation=0.12718888367341316, shortwave_radiation=246.8798754176216}"
A20001129_2200,"{temperature=-1.377038407377727, total_precipitation=0.0, pressure=74006.3644346578, wind_u=0.9439183256481763, wind_v=5.033971063312807, longwave_radiation=270.82796670072065, convective_fraction=0.0, potential_energy=1.2975404920341287, potential_evaporation=0.06593653532871308, shortwave_radiation=172.51990126183844}"
A20001129_2300,"{temperature=-1.7009688820167086, total_precipitation=0.0, pressure=73915.25992682995, wind_u=1.376255625811084, wind_v=4.782360493690807, longwave_radiation=270.82799293149634, convective_fraction=0.0, potential_energy=2.297888394952648, potential_evaporation=0.06593653532871308, shortwave_radiation=73.28588364580173}"
A20001130_0000,"{temperature=-2.023998122428672, total_precipitation=0.0, pressure=73824.20246155123, wind_u=1.808175442471768, wind_v=4.530334097247155, longwave_radiation=277.9938037385759, convective_fraction=0.0, potential_energy=3.2994308750034533, potential_evaporation=0.06593653532871308, shortwave_radiation=0.0}"
A20001130_0100,"{temperature=-2.3304373636689757, total_precipitation=0.0, pressure=73820.11077863988, wind_u=2.46103294033189, wind_v=4.717647237485159, longwave_radiation=277.9949924068806, convective_fraction=0.0, potential_energy=7.441920424110229, potential_evaporation=0.02038305491896072, shortwave_radiation=0.0}"
A20001130_0200,"{temperature=-2.6362646070474285, total_precipitation=0.0, pressure=73815.97587182818, wind_u=3.11423392329569, wind_v=4.905318496838504, longwave_radiation=277.9956628102826, convective_fraction=0.0, potential_energy=11.586047215396095, potential_evaporation=0.02038305491896072, shortwave_radiation=0.0}"
A20001130_0300,"{temperature=-2.9423058232321604, total_precipitation=4.700554987989068E-5, pressure=73811.87173261182, wind_u=3.7673291548167986, wind_v=5.092918242814153, longwave_radiation=267.0876491702792, convective_fraction=0.0, potential_energy=15.729653588094001, potential_evaporation=0.02038305491896072, shortwave_radiation=0.0}"
A20001130_0400,"{temperature=-3.1663790485131096, total_precipitation=0.6365276638042912, pressure=73827.19450948454, wind_u=4.510879973493112, wind_v=4.368297484606677, longwave_radiation=267.08925670265353, convective_fraction=0.0016706160090565211, potential_energy=14.324949277963396, potential_evaporation=0.0045053759284314, shortwave_radiation=0.0}"
A20001130_0500,"{temperature=-3.3904994891901343, total_precipitation=0.0, pressure=73842.59472374852, wind_u=5.254946295938375, wind_v=3.6438470883839096, longwave_radiation=267.09048927299347, convective_fraction=0.0, potential_energy=12.917569539166694, potential_evaporation=0.0045053759284314, shortwave_radiation=0.0}"
A20001130_0600,"{temperature=-3.6144603363061325, total_precipitation=4.7071817102465717E-5, pressure=73857.99693293206, wind_u=5.999368804704975, wind_v=2.918962365739847, longwave_radiation=255.38183284093108, convective_fraction=0.0, potential_energy=11.512901455117765, potential_evaporation=0.0045053759284314, shortwave_radiation=0.0}"
A20001130_0700,"{temperature=-3.998212441671018, total_precipitation=0.8182147775906344, pressure=73905.80499185466, wind_u=6.28562829610404, wind_v=2.3788845017533213, longwave_radiation=255.38310185824344, convective_fraction=0.03387710467460034, potential_energy=13.794890134467247, potential_evaporation=0.0038617223955601, shortwave_radiation=0.0}"
A20001130_0800,"{temperature=-4.382173288787017, total_precipitation=0.13195128806913886, pressure=73953.64035480579, wind_u=6.571450423834114, wind_v=1.839969351409559, longwave_radiation=255.38408482204517, convective_fraction=0.01713770881077947, potential_energy=16.07809901427507, potential_evaporation=0.0038617223955601, shortwave_radiation=0.0}"
A20001130_0900,"{temperature=-4.765078278156645, total_precipitation=0.25627424413949257, pressure=74001.46458293068, wind_u=6.857927768727394, wind_v=1.299985642101776, longwave_radiation=246.47072148438593, convective_fraction=0.01713770881077947, potential_energy=18.361928155286204, potential_evaporation=0.0038617223955601, shortwave_radiation=0.0}"
A20001130_1000,"{temperature=-5.244828395504852, total_precipitation=2.139684628765497, pressure=74071.4179123064, wind_u=6.618222381754429, wind_v=0.7594270646381533, longwave_radiation=246.47337741944418, convective_fraction=0.005034315376756773, potential_energy=12.2402270756827, potential_evaporation=-0.0015522268547919491, shortwave_radiation=0.0}"
A20001130_1100,"{temperature=-5.723765911036233, total_precipitation=2.0043619736587797, pressure=74141.37331501787, wind_u=6.37813954772621, wind_v=0.21879835436397274, longwave_radiation=246.47613717315082, convective_fraction=0.001414153574288318, potential_energy=6.1213542811386965, potential_evaporation=-0.0015522268547919491, shortwave_radiation=0.0}"
A20001130_1200,"{temperature=-6.2033578153905395, total_precipitation=0.9352442223265321, pressure=74211.29298837563, wind_u=6.138794488775991, wind_v=-0.32154430239942583, longwave_radiation=249.99307452301406, convective_fraction=0.003059408565038519, potential_energy=0.0, potential_evaporation=-0.0015522268547919491, shortwave_radiation=0.0}"
A20001130_1300,"{temperature=-6.411637904851293, total_precipitation=0.12611803849021183, pressure=74238.54049396695, wind_u=6.147024325592954, wind_v=-0.3936118397437669, longwave_radiation=249.99537371952397, convective_fraction=0.0, potential_energy=0.17592180467736146, potential_evaporation=0.003465383659607368, shortwave_radiation=0.0}"
A20001130_1400,"{temperature=-6.619331805505682, total_precipitation=0.9587827705221302, pressure=74265.75145925957, wind_u=6.15493580362813, wind_v=-0.4660769804235582, longwave_radiation=249.99746279371575, convective_fraction=0.0, potential_energy=0.35153104895491083, potential_evaporation=0.003465383659607368, shortwave_radiation=0.0}"
A20001130_1500,"{temperature=-6.827575171880586, total_precipitation=0.411381031007538, pressure=74292.91375403818, wind_u=6.162791782864403, wind_v=-0.5385653146312507, longwave_radiation=245.05455697600595, convective_fraction=0.0, potential_energy=0.5271100312008173, potential_evaporation=0.003465383659607368, shortwave_radiation=34.34448794764891}"
A20001130_1600,"{temperature=-6.412111308872539, total_precipitation=0.40069864980534015, pressure=74370.07765966262, wind_u=6.667920589778283, wind_v=-0.5975528066929894, longwave_radiation=245.05304028494928, convective_fraction=0.0, potential_energy=5.020909296739101, potential_evaporation=0.06439639948090682, shortwave_radiation=140.11002479498583}"
A20001130_1700,"{temperature=-5.996491978904908, total_precipitation=0.050745169395587736, pressure=74447.24425904965, wind_u=7.173389292321284, wind_v=-0.6571032940331891, longwave_radiation=245.0511378634345, convective_fraction=0.0, potential_energy=9.514642074164067, potential_evaporation=0.06439639948090682, shortwave_radiation=223.12604967280572}"
A20001130_1800,"{temperature=-5.580944307921676, total_precipitation=0.12473223624264851, pressure=74524.33511941909, wind_u=7.679411878399658, wind_v=-0.7165778501808544, longwave_radiation=229.83170776154853, convective_fraction=0.0, potential_energy=14.00889747908441, potential_evaporation=0.06439639948090682, shortwave_radiation=297.73242549079174}"
A20001130_1900,"{temperature=-5.299087997349289, total_precipitation=0.1559099317999835, pressure=74566.66224176493, wind_u=7.320653560482645, wind_v=-0.5741033216445319, longwave_radiation=229.83115884805497, convective_fraction=1.1930032857497865E-4, potential_energy=17.82418687356767, potential_evaporation=0.1106249634149709, shortwave_radiation=326.6590281359583}"
A20001130_2000,"{temperature=-5.017179225225701, total_precipitation=0.06957073197669604, pressure=74608.96593202092, wind_u=6.961347433525694, wind_v=-0.4327884695032721, longwave_radiation=229.82988182345318, convective_fraction=0.013835099538890585, potential_energy=21.63880255128807, potential_evaporation=0.1106249634149709, shortwave_radiation=311.84247980230276}"
A20001130_2100,"{temperature=-4.734752740425743, total_precipitation=0.0545223016815308, pressure=74651.25829499964, wind_u=6.6026048540740545, wind_v=-0.29033713449485066, longwave_radiation=240.9452494684817, convective_fraction=0.006640353977413924, potential_energy=25.454841648949397, potential_evaporation=0.1106249634149709, shortwave_radiation=223.8773826655992}"
A20001130_2200,"{temperature=-5.612751194190552, total_precipitation=0.08368455145373724, pressure=74693.46565038522, wind_u=5.854023248750587, wind_v=-0.2109169726923821, longwave_radiation=240.9489720297098, convective_fraction=0.0, potential_energy=17.04902692105918, potential_evaporation=0.04085815224894388, shortwave_radiation=156.1660254576581}"
A20001130_2300,"{temperature=-6.491041499848115, total_precipitation=0.01394144462545214, pressure=74735.6879943121, wind_u=5.1052177154375045, wind_v=-0.13072314106635013, longwave_radiation=240.95141977524375, convective_fraction=0.0, potential_energy=8.64214219841511, potential_evaporation=0.04085815224894388, shortwave_radiation=65.73547693072317}"
A20001201_0000,"{temperature=-7.368898583538098, total_precipitation=0.028268343595549063, pressure=74777.93967584285, wind_u=4.355822679956929, wind_v=-0.05049037744705529, longwave_radiation=242.0952629980397, convective_fraction=0.0, potential_energy=0.23559543860617949, potential_evaporation=0.04085815224894388, shortwave_radiation=0.0}"
A20001201_0100,"{temperature=-8.017479360521287, total_precipitation=0.0, pressure=74797.02385399125, wind_u=4.10956318855786, wind_v=0.04603777231686784, longwave_radiation=242.09721898555938, convective_fraction=0.0, potential_energy=0.15702769417676787, potential_evaporation=1.9284866223044476E-4, shortwave_radiation=0.0}"
A20001201_0200,"{temperature=-8.664943534804081, total_precipitation=0.12181315956594974, pressure=74816.14475688215, wind_u=3.8621920645000993, wind_v=0.1420860369439768, longwave_radiation=242.09963249302834, convective_fraction=0.0, potential_energy=0.07853372725515645, potential_evaporation=1.9284866223044476E-4, shortwave_radiation=0.0}"
A20001201_0300,"{temperature=-9.313576773338475, total_precipitation=0.041335963773918336, pressure=74835.22897230585, wind_u=3.6154838887815126, wind_v=0.2380379379849244, longwave_radiation=226.41756109009594, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=1.9284866223044476E-4, shortwave_radiation=0.0}"
A20001201_0400,"{temperature=-9.545338653118675, total_precipitation=0.0, pressure=74881.76566004922, wind_u=3.4970787199381514, wind_v=0.34864732031918744, longwave_radiation=226.41755888118846, convective_fraction=0.0, potential_energy=1.2640402021150297, potential_evaporation=-0.006566330728663334, shortwave_radiation=0.0}"
A20001201_0500,"{temperature=-9.776988430847378, total_precipitation=0.20002562884833094, pressure=74928.30806941497, wind_u=3.3782303890438214, wind_v=0.459607366706243, longwave_radiation=226.4171640389872, convective_fraction=0.0, potential_energy=2.52833045254991, potential_evaporation=-0.006566330728663334, shortwave_radiation=0.0}"
A20001201_0600,"{temperature=-10.00871828147001, total_precipitation=0.0, pressure=74974.79900433501, wind_u=3.2596819173316427, wind_v=0.5710202391142283, longwave_radiation=217.24577822569523, convective_fraction=0.0, potential_energy=3.793639892867991, potential_evaporation=-0.006566330728663334, shortwave_radiation=0.0}"
A20001201_0700,"{temperature=-10.30352624458126, total_precipitation=0.04157508904658035, pressure=74950.63174476079, wind_u=3.00696744622691, wind_v=0.48460888533009383, longwave_radiation=217.24445426181086, convective_fraction=0.0, potential_energy=2.52833045254991, potential_evaporation=-0.008432070574592042, shortwave_radiation=0.0}"
A20001201_0800,"{temperature=-10.59868238672445, total_precipitation=0.0, pressure=74926.449678604, wind_u=2.754207140293233, wind_v=0.3990076483419391, longwave_radiation=217.24364083165366, convective_fraction=0.0, potential_energy=1.2640402021150297, potential_evaporation=-0.008432070574592042, shortwave_radiation=0.0}"
A20001201_0900,"{temperature=-10.892917414473848, total_precipitation=0.10445213573736094, pressure=74902.3012212497, wind_u=2.501413976861696, wind_v=0.3124888864345474, longwave_radiation=185.11947676505523, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.008432070574592042, shortwave_radiation=0.0}"
A20001201_1000,"{temperature=-11.900086975729604, total_precipitation=0.10450572107021569, pressure=74926.3468224867, wind_u=2.117774249661763, wind_v=0.7613767015489965, longwave_radiation=185.12575199491954, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.01571252450506668, shortwave_radiation=0.0}"
A20001201_1100,"{temperature=-12.906577297953989, total_precipitation=0.08442663390120665, pressure=74950.40555346936, wind_u=1.7338296932379837, wind_v=1.2097214015517583, longwave_radiation=185.13146395339194, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.01571252450506668, shortwave_radiation=0.0}"
A20001201_1200,"{temperature=-13.913484827567144, total_precipitation=0.2169489217770661, pressure=74974.50081094517, wind_u=1.3498994947124283, wind_v=1.6579493055747307, longwave_radiation=151.92124609989793, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.01571252450506668, shortwave_radiation=0.0}"
A20001201_1300,"{temperature=-14.258528315431958, total_precipitation=0.0, pressure=74968.408965403, wind_u=1.1791139520114864, wind_v=2.155879283209543, longwave_radiation=151.92241682083005, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.020095350249882658, shortwave_radiation=0.0}"
