new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g2767,USGS-07263240,35.0589748,-92.4412679,"STONE DAM CREEN NEAR CONWAY, AR",United States,North America,DO_10807,0.82,0.17,119,119,2.1,11.8,6.059663866,5.8,2.138957426,2.65,1984,1994,11,11,0,0.0219,0.0355,0.0296,0.0301,0.00437,0.0041,WT_17435,0.86,0.18,129,129,1,185,17.72093023,14,21.22939322,10,1983,1994,12,12,0,0.00273,0.0355,0.0294,0.0328,0.00903,0.0041
g2768,USGS-07263450,34.79305556,-92.3583333,"Arkansas River at Murray Dam near Little Rock, AR",United States,North America,DO_10819,0.87,0.08,222,222,6.4,14.7,9.572972973,9.2,1.832114025,2.6,1975,1994,20,20,0,0.0219,0.0355,0.0303,0.0301,0.00364,0.00342,WT_17436,0.85,0.14,219,219,4,158,24.65753425,17,21.81693172,18,1975,1994,20,20,0,0.0219,0.0355,0.0299,0.0301,0.00381,0.00342
g2769,USGS-07263640,34.41305556,-92.1019444,"AR River @ Lock and Dam 5 near Wright, AR",United States,North America,DO_10822,0.81,0.13,119,119,4.7,14.3,9.562184874,9.4,1.95318044,3.15,1983,1994,12,12,0,0.00273,0.0328,0.0271,0.0287,0.00828,0.00615,WT_17443,0.79,0.12,113,113,3,150,24.46902655,16,21.96143974,19,1983,1994,12,12,0,0.00273,0.0328,0.0257,0.0287,0.00852,0.00683
g2770,USGS-07263706,34.24805556,-91.9055556,"AR River @ Lock and Dam 4 near Pine Bluff, AR",United States,North America,DO_10826,0.78,0.13,117,117,4.3,14.5,9.620512821,9.4,2.085687618,3,1983,1994,12,12,0,0.00273,0.0328,0.0266,0.0287,0.00817,0.00615,WT_17446,0.76,0.12,111,111,4,159,26.18918919,15,28.24905904,20,1983,1994,12,12,0,0.00273,0.0328,0.0253,0.026,0.00808,0.00615
g2771,USGS-07263750,34.16388889,-91.6788889,"AR River @ Lock and Dam 3 near Swan Lake, AR",United States,North America,DO_10827,0.87,0.2,109,109,5.5,18.9,9.659633028,9.3,1.929599808,2.3,1974,1983,10,10,0,0.0164,0.0355,0.0298,0.0328,0.00568,0.00478,WT_17447,0.82,0.18,100,100,2,92,32.45,28,20.73272678,29,1974,1983,10,10,0,0.0109,0.0355,0.0273,0.0287,0.00705,0.00683
g2772,USGS-07263920,34.8662007,-92.1537582,"BAYOU METO NEAR NORTH LITTLE ROCK, AR",United States,North America,DO_10828,0.84,0.11,122,122,0.4,12.5,5.3,4.8,3.441506493,6.375,1983,1994,12,12,0,0.00273,0.0328,0.0278,0.0314,0.00871,0.00615,WT_17448,0.84,0.15,122,122,2,55,11.92622951,9,9.83430329,7,1983,1994,12,12,0,0.00273,0.0355,0.0278,0.0301,0.00878,0.00615
g2773,USGS-07263935,34.8442565,-92.1223682,"BAYOU METO NEAR JACKSONVILLE, AR",United States,North America,DO_10829,0.85,0.15,123,123,0.3,11.7,4.981300813,4.9,2.64523542,3.95,1983,1994,12,12,0,0.00273,0.0355,0.028,0.0301,0.00881,0.0041,WT_17449,0.83,0.15,122,122,2,301,23.87704918,17.5,35.76543829,18,1983,1994,12,12,0,0.00273,0.0355,0.0278,0.0301,0.00878,0.00615
g2774,USGS-07264000,34.73666667,-91.9158333,"Bayou Meto near Lonoke, AR",United States,North America,DO_10830,0.61,0.1,152,152,0.8,12.2,6.021710526,5.7,2.54034773,3.45,1963,1983,21,17,4,0.00273,0.0328,0.0244,0.0273,0.00929,0.0109,WT_17450,0.7,0.16,100,100,6,131,39.12,33.5,24.88571048,28.25,1972,1983,12,11,1,0.00546,0.0328,0.0248,0.0273,0.00902,0.0082
g2775,USGS-07264050,34.8589781,-91.9801421,"Bayou Two Prairie near Furlow, AR",United States,North America,DO_10831,0.85,0.21,98,98,0.5,11.7,4.953061224,4.5,2.531541402,3.675,1974,1983,10,10,0,0.0082,0.0328,0.0268,0.0287,0.00792,0.00751,WT_17451,0.85,0.21,98,98,2,144,30.07142857,21,26.08402363,30.75,1974,1983,10,10,0,0.0082,0.0328,0.0268,0.0287,0.00792,0.00751
g2776,USGS-07265099,34.20148755,-91.5292909,"BAYOU METO NEAR BAYOU METO, ARK.",United States,North America,DO_10834,0.72,0.08,231,231,2.5,11.4,6.31038961,6,1.996731095,2.95,1974,1998,25,25,0,0.00273,0.0355,0.0252,0.0301,0.0103,0.0082,WT_17454,0.78,0.09,209,209,5,375,44.39712919,33,37.96228127,36,1974,1994,21,21,0,0.0082,0.0355,0.0272,0.0301,0.00715,0.0082
g2777,USGS-07265283,33.98899089,-91.3131738,"AR River @ Dam No.2 near Gillett, AR",United States,North America,DO_10839,0.73,0.06,225,225,5,14.8,9.156,8.8,1.786699871,2.8,1972,1994,23,23,0,0.0137,0.0574,0.0267,0.0273,0.00992,0.015,WT_17455,0.49,0.06,139,139,1,158,28.64028777,22,24.30333883,25.5,1972,1994,23,16,7,0.00273,0.0355,0.0237,0.0246,0.00986,0.00888
g2778,USGS-07287500,32.92805556,-90.4127778,"YAZOO RIVER AT YAZOO CITY, MS",United States,North America,DO_28443,0.27,0.23,168,168,4.5,15,7.589285714,7.2,2.096069481,3.025,1974,2002,29,9,20,0.00546,0.0738,0.051,0.0601,0.0243,0.0355,WT_21568,0.97,0.78,158,158,3,2240,218.5379747,164.5,272.1228562,143.5,1974,1981,8,8,0,0.0246,0.071,0.054,0.0601,0.0186,0.0225
g2779,USGS-07288048,34.2092222,-90.7001944,"RICHIES BAYOU AT SHERARD, MS",United States,North America,DO_28457,0.62,0.12,60,60,0.4,13.2,6.895,6.65,2.95448094,3.525,2012,2019,8,8,0,0.0109,0.0355,0.0205,0.0191,0.00852,0.0102,WT_21574,0.64,0.15,242,242,4,1812.5,380.8842975,231.4,402.8613301,520.15,2012,2019,8,8,0,0.0137,0.123,0.0827,0.0902,0.0424,0.0492
g2780,USGS-07288068,34.07475,-90.6249444,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGATOR, MS",United States,North America,DO_28458,0.7,0.14,105,105,0.8,18.8,8.765714286,8.5,3.047597685,4.2,2009,2019,11,11,0,0.00273,0.0519,0.0261,0.0219,0.0142,0.0164,WT_21575,0.72,0.12,268,268,4,1574.111111,420.869403,227,445.473065,490.4166667,2009,2019,11,11,0,0.0082,0.191,0.0666,0.0328,0.0641,0.097
g2781,USGS-07288521,33.54825,-90.6723611,"PORTER BAYOU AT STEPHENSVILLE, MS",United States,North America,DO_28488,0.69,0.1,99,99,1.2,15,7.370707071,6.9,2.355118287,2.85,2010,2019,10,10,0,0.0082,0.041,0.027,0.0273,0.0105,0.0143,WT_21585,0.8,0.13,470,470,5,1328.888889,351.8212766,280.0909091,306.7851552,428.7840909,2009,2019,11,11,0,0.00546,0.23,0.117,0.123,0.0681,0.097
g2782,USGS-07288800,32.4873633,-90.8173251,"YAZOO RIVER AT REDWOOD, MS",United States,North America,DO_28540,0.34,0.17,246,246,3.2,14.2,7.38495935,7,1.910535078,2.65,1972,2011,40,24,16,0.00273,0.071,0.028,0.0164,0.0228,0.0314,WT_21613,0.97,0.75,159,159,6,1470,211.081761,153,197.0719514,218.5,1974,1981,8,8,0,0.0219,0.071,0.0543,0.0601,0.0183,0.0198
g2783,USGS-07300000,34.95755294,-100.220949,"Salt Fork Red River near Wellington, TX",United States,North America,DO_41775,0.42,0.1,181,181,0.4,16.4,9.933701657,9.4,2.506147353,3.5,1974,2006,33,28,5,0.00273,0.0574,0.0177,0.0164,0.0121,0.00546,WT_25170,0.14,0.01,40,40,1,2120,76.35,13.5,333.373245,17.75,1981,2006,26,13,13,0.00273,0.0164,0.00841,0.00546,0.00595,0.0109
g2784,USGS-07308500,34.11009327,-98.5317234,"Red Rv nr Burkburnett, TX",United States,North America,DO_41779,0.67,0.13,329,329,0.7,16.2,9.725835866,9.4,2.327663957,3.6,1974,2011,38,37,1,0.0082,0.0628,0.0243,0.0191,0.0125,0.0164,WT_25173,0.71,0.13,137,137,10,11000,447.2992701,70,1195.018129,213,1996,2011,16,15,1,0.00546,0.041,0.025,0.0301,0.0102,0.00956
g2785,USGS-07311600,33.9506365,-100.0648269,"N Wichita Rv nr Paducah, TX",United States,North America,DO_41780,0.7,0.24,152,152,3.1,13.8,9.043421053,9.1,2.229503287,3.325,1994,2011,18,17,1,0.00273,0.0383,0.0244,0.0273,0.00973,0.0137,WT_25174,0.54,0.08,106,106,2,377,28.06603774,20,40.67180347,14.75,1996,2011,16,15,1,0.00546,0.0383,0.0193,0.0191,0.0106,0.0178
g2786,USGS-07311630,33.7959174,-100.0751027,"Middle Wichita Rv nr Guthrie, TX",United States,North America,DO_41781,0.7,0.33,148,148,6,18.6,10.075,9.75,2.055120534,2.625,1994,2011,18,17,1,0.00273,0.0355,0.0238,0.0246,0.0104,0.0191,WT_25175,0.54,0.07,104,104,1,218,24.08653846,17,26.55096238,17.25,1996,2011,16,15,1,0.00546,0.0355,0.0189,0.0164,0.00982,0.0137
g2787,USGS-07311700,33.82064216,-99.7864822,"N Wichita Rv nr Truscott, TX",United States,North America,DO_41782,0.67,0.21,176,176,3,15.4,9.179545455,8.8,2.201072938,3,1990,2011,22,21,1,0.00273,0.0355,0.0229,0.0246,0.00948,0.0164,WT_25176,0.65,0.15,119,119,2,6070,179.2857143,27,737.2387574,33,1996,2011,16,15,1,0.00273,0.0355,0.0217,0.0246,0.0111,0.0164
g2788,USGS-07311782,33.62203029,-100.2089951,"S Wichita Rv at Low Flow Dam nr Guthrie, TX",United States,North America,DO_41783,0.55,0.22,145,145,2.2,16.5,8.489655172,9,2.761559647,3.7,1990,2011,22,18,4,0.00273,0.0328,0.022,0.026,0.0118,0.0219,WT_25177,0.66,0.11,125,125,1,202,43.424,29,40.27070976,38,1996,2011,16,15,1,0.00546,0.0355,0.0228,0.0246,0.00945,0.015
g2789,USGS-07311783,33.62203029,-100.2089951,"S Wichita Rv bl Low Flow Dam nr Guthrie, TX",United States,North America,DO_41784,0.55,0.22,144,144,1.8,15.9,8.848611111,8.8,2.314532565,2.55,1990,2011,22,17,5,0.00273,0.0328,0.0231,0.0246,0.0106,0.0191,WT_25178,0.69,0.1,131,131,1,208,40.2519084,32,30.32981359,31,1996,2011,16,15,1,0.00546,0.0355,0.0239,0.0273,0.00955,0.0123
g2790,USGS-07311800,33.644257,-99.8009252,"S Wichita Rv nr Benjamin, TX",United States,North America,DO_41786,0.55,0.09,153,153,4.4,16.4,8.893464052,8.6,2.199003159,2.9,1990,2012,23,22,1,0.00273,0.0328,0.019,0.0164,0.00878,0.0109,WT_25180,0.57,0.08,116,116,2,9320,646.1465517,48.5,1765.101388,135,1996,2012,17,16,1,0.00546,0.0328,0.0198,0.0219,0.00873,0.0143
g2791,USGS-07311900,33.70036966,-99.3886905,"Wichita Rv nr Seymour, TX",United States,North America,DO_41787,0.72,0.17,138,138,5.6,16.8,9.134057971,8.7,1.978183801,2.975,1996,2012,17,16,1,0.00273,0.0383,0.0236,0.0246,0.0111,0.0178,WT_25181,0.63,0.11,121,121,5,16900,851.2479339,40,2758.009343,148,1996,2011,16,15,1,0.00546,0.0383,0.022,0.0246,0.00966,0.015
g2792,USGS-07312100,33.7600934,-99.1428495,"Wichita Rv nr Mabelle, TX",United States,North America,DO_41788,0.73,0.37,143,143,5,19.6,9.816783217,9.6,2.128114487,2.85,1996,2011,16,15,1,0.0109,0.0383,0.026,0.0301,0.00875,0.0109,WT_25182,0.39,0.08,72,72,2,500,30.09722222,13,64.31352775,13.5,1996,2010,15,14,1,0.00273,0.041,0.0141,0.0109,0.012,0.013
g2793,USGS-07312500,33.90954178,-98.5336663,"Wichita Rv at Wichita Falls, TX",United States,North America,DO_41791,0.31,0.01,146,146,4.6,19.5,9.690410959,9.25,3.105419707,4.375,1981,2020,40,27,13,0.00273,0.0191,0.0148,0.0164,0.00396,0.00273,WT_25183,0.44,0.02,77,77,13,1540,159.2597403,67,288.4362742,76,2005,2020,16,16,0,0.00273,0.0164,0.0131,0.0137,0.00363,0.00342
g2794,USGS-07316000,33.7278833,-97.1600129,"Red River near Gainesville, TX",United States,North America,DO_36333,0.56,0.14,344,344,3.8,19,9.085174419,8.6,2.346198975,3.383636364,1976,2011,36,28,8,0.0082,0.071,0.0336,0.0287,0.0219,0.0444,WT_23782,0.34,0.11,129,129,10,2930,256.1937984,78,406.1808033,243,1980,2011,32,16,16,0.00273,0.0328,0.022,0.0287,0.0113,0.0205
g2795,USGS-07331000,34.23342725,-96.9758447,"Washita River near Dickson, OK",United States,North America,DO_36381,0.66,0.16,506,506,3.7,17.6,9.00513834,8.4,2.18451891,2.575,1969,2011,43,42,1,0.0082,0.0683,0.0329,0.0314,0.0173,0.0246,WT_23799,0.7,0.38,128,128,13,2760,408.40625,118.5,615.2628327,382.5,1996,2011,16,15,1,0.0082,0.0328,0.0233,0.0301,0.011,0.0205
g2796,USGS-07331600,33.81899124,-96.5633264,"Red Rv at Denison Dam nr Denison, TX",United States,North America,DO_36397,0.59,0.25,369,369,0.1,16.1,8.074254743,8.246153846,3.676120338,5.4,1974,2011,38,29,9,0.0082,0.0683,0.0348,0.0328,0.0202,0.0437,WT_23810,0.26,0.09,46,46,1,308,18.54347826,7,46.89880668,9.5,1996,2011,16,13,3,0.00273,0.0328,0.00967,0.00546,0.0097,0.0082
g2797,USGS-07336860,33.5701178,-94.4110357,"RED RIVER NEAR FOREMAN, ARK.",United States,North America,DO_10842,0.9,0.18,224,224,4.2,12.9,8.674553571,8.4,1.784744716,2.5,1974,1994,21,21,0,0.0137,0.0355,0.0291,0.0301,0.00528,0.00546,WT_17456,0.93,0.2,232,232,2,764,135.5603448,84,142.9714523,120.75,1974,1994,21,21,0,0.0137,0.0355,0.0302,0.0328,0.00507,0.00273
g2798,USGS-07338720,34.50527778,-94.4308333,"Mountain Fork near Hatfield, AR",United States,North America,DO_10844,0.53,0.07,158,158,4,17.8,9.522151899,9.4,1.948398768,2.7,1972,1994,23,18,5,0.00273,0.0628,0.024,0.0273,0.0134,0.0109,WT_17457,0.5,0.08,134,134,1,83,8.589552239,5,11.92344798,4,1972,1994,23,18,5,0.00273,0.0328,0.0203,0.0246,0.0119,0.0232
g2799,USGS-07339795,33.9862253,-94.3838175,"BEAR CREEK NEAR HORATIO, AR",United States,North America,DO_10846,0.9,0.34,119,119,0.8,11.9,6.775630252,6.8,2.752747976,4.6,1983,1994,12,12,0,0.00273,0.0355,0.0271,0.0287,0.00883,0.00683,WT_17458,0.93,0.36,124,124,2,171,22.90322581,18,22.64085786,14.25,1983,1994,12,12,0,0.00546,0.0355,0.0282,0.0314,0.00802,0.00615
g2800,USGS-07339850,33.95539214,-94.40104,"ROLLING FORK NR HORATIO, ARK.",United States,North America,DO_10847,0.88,0.28,102,102,4.9,13.1,8.684313725,8.25,2.020280595,2.975,1974,1983,10,10,0,0.0137,0.0328,0.0279,0.0301,0.00558,0.00273,WT_17459,0.87,0.15,101,101,1,166,19.02970297,12,24.97537005,11,1974,1983,10,10,0,0.0137,0.0328,0.0276,0.0301,0.00568,0.00478
g2801,USGS-07340000,33.91944444,-94.3866667,"Little River near Horatio, AR",United States,North America,DO_10848,0.92,0.17,283,283,3,14,8.769257951,8.4,1.81649509,2.75,1972,1994,23,23,0,0.0137,0.0574,0.0336,0.0328,0.00993,0.0041,WT_17460,0.89,0.32,258,258,1,135,16.65116279,10,19.42265962,14,1972,1994,23,23,0,0.00273,0.0601,0.0306,0.0328,0.0114,0.00683
g2802,USGS-07340400,34.29594378,-94.1777032,"COSSATOT RIVER NEAR UMPIRE, ARK.",United States,North America,DO_10851,0.83,0.34,109,109,5.6,13.6,9.221100917,9,2.06420433,3.4,1983,1994,12,12,0,0.00546,0.0328,0.0248,0.0273,0.00828,0.0116,WT_17462,0.69,0.18,91,91,1,31,4.879120879,3,5.208615011,3,1983,1994,12,12,0,0.00546,0.0328,0.0207,0.0205,0.00852,0.0116
g2803,USGS-07340520,33.97150428,-94.2224226,"COSSATOT RIVER NR LOCKESBURG, ARK.",United States,North America,DO_10853,0.54,0.13,136,136,4.4,14.1,8.877205882,8.45,1.991796766,3,1974,1994,21,14,7,0.00546,0.0355,0.0265,0.0301,0.00873,0.0102,WT_17463,0.54,0.07,137,137,1,240,14.72992701,7,28.25995495,9,1974,1994,21,14,7,0.00546,0.0355,0.0267,0.0301,0.00817,0.00751
g2804,USGS-07340945,34.2109436,-94.0507513,"SALINE RIVER NEAR BURG, ARK.",United States,North America,DO_10854,0.88,0.18,117,117,3.2,13.6,8.697435897,8.7,2.238859837,3.4,1983,1994,12,12,0,0.00546,0.0355,0.0266,0.0301,0.00841,0.00478,WT_17464,0.93,0.32,124,124,1,195,9.508064516,6,20.23540163,4,1983,1994,12,12,0,0.00546,0.0355,0.0282,0.0314,0.00802,0.00615
g2805,USGS-07341070,34.12427828,-94.00547,"HOLLY CREEK EAST OF DIERKS, AR",United States,North America,DO_10856,0.81,0.11,80,80,0.4,12.6,7.6025,7.7,3.059234826,4.5125,1986,1994,9,9,0,0.0082,0.0355,0.0243,0.0273,0.00813,0.0109,WT_17465,0.85,0.14,84,84,1,3230,45.8452381,6,351.6606556,5,1986,1994,9,9,0,0.0082,0.0355,0.0255,0.0273,0.00831,0.0082
g2806,USGS-07341080,34.10872316,-94.0196371,"HOLLY CREEK AT DIERKS, ARK",United States,North America,DO_10857,0.85,0.27,83,83,0.1,12.6,6.912048193,6.9,3.229490543,4.1,1986,1994,9,9,0,0.0082,0.0355,0.0252,0.0301,0.00872,0.0109,WT_17466,0.88,0.27,86,86,1,620,20.46511628,9,72.82803237,8.75,1986,1994,9,9,0,0.0082,0.0355,0.0261,0.0301,0.00865,0.0109
g2807,USGS-07341200,33.9622222,-94.0616667,"Saline River near Lockesburg, AR",United States,North America,DO_10858,0.49,0.13,124,124,3.1,12.9,7.993548387,8,2.362090226,3.625,1974,1994,21,13,8,0.0082,0.0328,0.0261,0.0301,0.00817,0.0109,WT_17467,0.5,0.07,127,127,1,180,19.85826772,12,27.84586955,14,1974,1994,21,13,8,0.0082,0.0328,0.0267,0.0301,0.00774,0.0082
g2808,USGS-07342470,33.21930278,-95.8621944,"S Sulphur Rv at SH 11 nr Commerce, TX",United States,North America,DO_41802,0.43,0.02,73,73,2.6,19.2,9.921917808,9.7,2.812385631,3.4,1987,2001,15,15,0,0.00273,0.0191,0.0133,0.0137,0.00494,0.00683,WT_25186,0.43,0.02,73,73,15,1470,141.0958904,59,239.8794352,88,1987,2001,15,15,0,0.00273,0.0191,0.0133,0.0137,0.00505,0.00546
g2809,USGS-07342480,33.26650079,-95.9155217,"Middle Sulphur Rv at Commerce, TX",United States,North America,DO_41804,0.32,0.02,57,57,4.9,13.3,8.761403509,8.3,2.114470078,3,1987,2001,15,15,0,0.00273,0.0191,0.0104,0.0109,0.00558,0.00956,WT_25188,0.32,0.02,57,57,1,1400,111.9298246,64,210.1266506,66,1987,2001,15,15,0,0.00273,0.0191,0.0104,0.0109,0.00548,0.00956
g2810,USGS-07342500,33.356499,-95.5949562,"S Sulphur Rv nr Cooper, TX",United States,North America,DO_41805,0.45,0.02,118,118,3.4,14.2,8.354237288,8.35,2.261670363,3.3,1979,2001,23,23,0,0.00273,0.0191,0.014,0.0137,0.0043,0.0041,WT_25189,0.46,0.03,121,121,1,1170,107.231405,50,175.0852059,102,1979,2001,23,23,0,0.00273,0.0219,0.0144,0.0137,0.00475,0.0041
g2811,USGS-07343200,33.3862233,-95.1324428,"Sulphur Rv nr Talco, TX",United States,North America,DO_41807,0.43,0.01,209,209,2.2,16.1,7.960287081,7.6,2.383658693,3.4,1968,2007,40,38,2,0.00273,0.0191,0.015,0.0164,0.00341,0.00273,WT_25190,0.29,0.01,129,129,3,2380,165.3255814,59,316.9411707,129,1970,2007,38,28,10,0.00273,0.0191,0.0126,0.0164,0.00506,0.0082
g2812,USGS-07343500,33.32233617,-95.0927184,"White Oak Ck nr Talco, TX",United States,North America,DO_41808,0.25,0.01,73,73,1.2,13.1,6.85890411,6.8,2.608258019,4.2,1982,2007,26,15,11,0.00273,0.0219,0.0133,0.0137,0.00483,0.00546,WT_25191,0.22,0.01,67,67,2,120,48.85074627,44,26.26280567,32,1982,2007,26,14,12,0.00273,0.0191,0.0131,0.0137,0.00481,0.00546
g2813,USGS-07343850,33.2751187,-94.7418746,"White Oak Ck nr Omaha, TX",United States,North America,DO_41809,0.27,0.02,52,52,3.5,11.9,6.896153846,6.25,2.194821136,3.35,1992,2007,16,10,6,0.0082,0.0191,0.0142,0.015,0.00382,0.00546,WT_25192,0.25,0.02,48,48,12,382,72.9375,64.5,61.05574929,54,1992,2007,16,10,6,0.0082,0.0191,0.0131,0.0123,0.00403,0.00478
g2814,USGS-07344275,33.24194444,-93.9997222,"Sulphur River South of Texarkana, TX",United States,North America,DO_10862,0.74,0.17,529,529,1.4,13.35,7.463327032,7.2,2.609880299,3.1,1972,1994,23,23,0,0.0082,0.352,0.0628,0.0301,0.0971,0.0164,WT_17469,0.54,0.12,148,148,3,276,42.41891892,33,38.08261937,34.5,1972,1994,23,16,7,0.00273,0.0355,0.0253,0.0273,0.00995,0.00888
g2815,USGS-07344300,33.31888889,-93.9991667,"Days Creek southeast of Texarkana, AR",United States,North America,DO_10864,0.9,0.18,231,231,0.6,12.7,5.87965368,5.7,2.447140632,3.9,1973,1994,22,22,0,0.00273,0.0355,0.0287,0.0314,0.00724,0.00478,WT_17471,0.91,0.34,233,233,1,289,22.4806867,16,28.14802032,17,1973,1994,22,22,0,0.00273,0.0355,0.0289,0.0328,0.00789,0.00273
g2816,USGS-07344350,33.09152136,-93.8607347,"RED RIVER NEAR SPRING BANK, ARK.",United States,North America,DO_10866,0.91,0.17,247,247,1.5,13,8.26437247,8.2,1.675294511,1.9,1972,1994,23,23,0,0.0082,0.0355,0.0293,0.0301,0.00572,0.00546,WT_17473,0.88,0.32,234,234,2,946,124.025641,71.5,138.6812482,106.75,1972,1994,23,23,0,0.00273,0.0328,0.0278,0.0301,0.00767,0.00546
g2817,USGS-07344410,32.5493174,-93.76434579,RED RIVER AB SHREVEPORT,United States,North America,DO_23082,0.9,0.23,308,308,4.6,15.6,8.925649351,8.7,1.756817683,2.6,1974,2000,27,27,0,0.00546,0.0683,0.0312,0.0328,0.00944,0.0041,WT_20156,0.78,0.2,251,251,1,1040,149.940239,88,172.8129868,161.5,1974,2000,27,25,2,0.00273,0.0355,0.0274,0.0328,0.00955,0.0082
g2818,USGS-07346070,32.71291998,-94.3460265,"Little Cypress Bayou nr Jefferson, TX",United States,North America,DO_41820,0.5,0.02,172,172,2.3,13.7,7.312209302,7.05,2.336869952,3.4,1968,1996,29,29,0,0.0109,0.0273,0.0162,0.0164,0.00273,0,WT_25201,0.49,0.02,92,92,1,136,22.95652174,18.5,23.12741252,17.25,1970,1986,17,17,0,0.00546,0.0191,0.0148,0.0164,0.00321,0.00273
g2819,USGS-07348650,33.09818909,-93.38156,"BAYOU DORCHEAT NEAR TAYLOR, AR",United States,North America,DO_10870,0.76,0.08,195,195,0.9,12.2,6.371282051,6.3,2.477901485,3.4,1974,1994,21,21,0,0.0082,0.0355,0.0254,0.0246,0.00642,0.0082,WT_17474,0.77,0.08,192,192,1,62,11.234375,8,9.083802144,8,1974,1994,21,21,0,0.0082,0.0328,0.025,0.0273,0.00625,0.0082
g2820,USGS-07349440,33.26305556,-93.5525,"Bodcau Creek near Lewisville, AR",United States,North America,DO_10875,0.66,0.11,212,212,1.8,11.8,6.126415094,5.8,2.028180698,2.825,1968,1994,27,22,5,0.00273,0.0355,0.0263,0.0287,0.00845,0.0102,WT_17477,0.82,0.1,205,205,1,330,14.92682927,10,25.85952838,10,1974,1994,21,21,0,0.0082,0.0383,0.0267,0.0273,0.00691,0.00546
g2821,USGS-07350500,32.01266134,-93.3529502,(COE) Red River at Coushatta,United States,North America,DO_23099,0.62,0.08,347,347,3.5,18.4,8.552161383,8.5,2.085544715,2.8,1969,2010,42,31,11,0.00546,0.0628,0.0306,0.0301,0.0111,0.00546,WT_20164,0.82,0.14,236,236,3,1260,95.94067797,46,137.1992365,103.75,1987,2010,24,24,0,0.0082,0.0355,0.0269,0.0301,0.00788,0.0116
g2822,USGS-07351930,31.81821868,-93.0848858,"RED RIVER AT GRAND ECORE, LA.",United States,North America,DO_23107,0.9,0.25,147,147,4.8,13.9,8.619047619,8.5,1.765356626,2.75,1987,2000,14,14,0,0.0082,0.0355,0.0287,0.0301,0.00676,0.00546,WT_20171,0.92,0.25,151,151,3,1050,134.3178808,83,152.7628389,157,1987,2000,14,14,0,0.0082,0.0355,0.0295,0.0328,0.00696,0.00478
g2823,USGS-07355130,31.39406675,-92.6673687,"Red River at Boyce, LA",United States,North America,DO_23114,0.93,0.22,331,331,4.7,13.8,8.464350453,8.4,1.672449968,2.3,1972,1995,24,24,0,0.00273,0.142,0.0377,0.0328,0.0286,0.00273,WT_20173,0.91,0.33,173,173,4,1890,193.1907514,123,255.3967354,170,1979,1995,17,17,0,0.00273,0.0355,0.0278,0.0328,0.0101,0.00273
g2824,USGS-07355500,31.31296019,-92.4429148,"Red River at Alexandria, LA",United States,North America,DO_23116,0.7,0.07,421,421,1,16.8,8.22327791,8,2.139855289,3,1972,2020,49,48,1,0.00273,0.0355,0.024,0.0301,0.0103,0.0219,WT_20174,0.59,0.05,239,239,2,795,85.61506276,36,125.0991638,75,1987,2020,34,34,0,0.00273,0.0355,0.0192,0.0205,0.0114,0.0219
g2825,USGS-07355600,31.20296369,-92.141794,"RED R @ MONCLA, LA",United States,North America,DO_23118,0.88,0.29,335,335,4.1,13.5,8.387164179,8.2,1.663445315,2.1,1970,1995,26,26,0,0.00273,0.137,0.0352,0.0328,0.0277,0.00478,WT_20176,0.91,0.26,171,171,1,1260,207.6140351,133,227.4098209,209,1979,1995,17,17,0,0.00273,0.0355,0.0275,0.0328,0.01,0.00273
g2826,USGS-07355603,31.25046134,-91.9381794,RED RIVER ABOVE LOCK AND DAM 1 NEAR VICK,United States,North America,DO_23121,0.97,0.38,87,87,5.2,13,8.248275862,8.1,1.835430503,2.6,1987,1995,9,9,0,0.00273,0.0328,0.0264,0.0328,0.012,0.00273,WT_20178,0.95,0.4,85,85,4,1080,169.8823529,118,203.8077649,197,1987,1995,9,9,0,0.00273,0.0355,0.0258,0.0301,0.0118,0.00273
g2827,USGS-07355825,34.57066169,-94.1879867,"PRAIRIE CREEK NEAR MENA, AR",United States,North America,DO_10880,0.83,0.11,110,110,3.3,13,8.571818182,8.5,2.324347864,3.725,1983,1994,12,12,0,0.00546,0.0301,0.025,0.0273,0.00726,0.0082,WT_17482,0.89,0.31,119,119,2,360,24.16806723,10,43.95092011,19.5,1983,1994,12,12,0,0.00546,0.0328,0.0271,0.0287,0.00741,0.0041
g2828,USGS-07356000,34.61,-93.6975,"Ouachita River near Mount Ida, AR",United States,North America,DO_10886,0.84,0.14,224,224,5.9,14.1,9.297767857,9.2,1.581888642,2.4,1974,1994,21,21,0,0.0082,0.0355,0.0291,0.0328,0.00693,0.00273,WT_17483,0.79,0.08,211,211,1,120,8.834123223,4,14.55223667,5,1974,1994,21,21,0,0.0082,0.0355,0.0275,0.0301,0.00661,0.0082
